Category,Sms
scam,Naomba unitumie iyo Hela kwenye namba hii ya Halotel 0789723456. jina (PEREGIA FILIPO)
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0698945621 au 0698945621"
trust,Nitapita nyumbani kesho asubuhi.
scam,Tumia namba hii ya halotel 0698018072 kutuma hiyo Hela jina JENEROZA ROCK BENEDICTO
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0788542784 UKIWA TAYARI KUJIUNGA
trust,Tukutane kwenye mkahawa.
trust,"Ushindani wa La Liga msimu huu ni mkali, Real Madrid wanapambana sana."
trust,Nahitaji msaada wako kufanya utafiti kuhusu historia ya Afrika Mashariki.
trust,"Ninapenda sana kazi unayofanya, endelea hivyo."
trust,"Nina shida ya haraka, unaweza kunisaidia?"
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA Halotel NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
trust,Nitakuja kukuchukua kazini saa kumi jioni.
scam,Iyo ela tuma humu kwenye tigo 0689933027 Jina lije Magomba Maila.
scam,Basi iyo hela nitumie kwenye namba hii 0788542784 jina litakuja (Magomba Maila) ile namba usitumie laini inamatatizo.
trust,Balaaaaa Mzee WA kazi
trust,Uko wapi sasa? Ningependa kukuona kabla sijarudi nyumbani.
scam,"Tigo UT2I Imethibitishwa namba yako ya 065 ... imeshinda Tsh10,000,000.00/=million kutoka Tuzo point ilikupokea pesa yako piga 0783582817 Asante"
scam,"TUZO POINT hongera umepata zawadi Sh170,000 milioni kutoka (TUZO POINT) piga sim,.0695567435 kupata zawadi  asante"
scam,Au nitumie kwenye Tigopesa Namba.0782734560 jina litakuja JOACHIM KAPUFI
scam,Utanitumia kwa hîi AIRTEL 0615810764 j'ina ni JUMA SIKAREKO.
trust,Umeona post ya Kajala? Anaonekana kurudi gym kwa kasi sana baada ya drama za ndoa.
trust,"Mama, kuna mkutano wa wazazi shule leo jioni. Tafadhali njoo ili tuzungumze kuhusu maendeleo ya mtoto."
scam,au iyo ela nitumie kwenye Tigopesa hii 0689933027 Jina litoke 0689933027.
scam,au iyo ela nitumie kwenye m-pesa hii 0698018072 Jina litoke 0698018072.
trust,"Nitafika nyumbani mapema, tafadhali niandalie chakula."
trust,Tafadhali hakikisha umejiandaa kwa harusi ya Jumamosi. Tutanunua zawadi leo.
trust,unyama sana man
trust,"Nilikutumia ujumbe jana, ulipata nafasi ya kuusoma?"
scam,Habari. Mimi  mwenye nyumba wako hii namba yangu ya VODACOM. Mbona kimya na siku zinazidi kwenda...?
scam,ela tuma kwa namba hii 0657666983 jina JUMANNE YASINI MASAKA
trust,Nasikia kuna msanii kutoka Nigeria anakuja kufanya show na Diamond. Itakuwa kubwa.
scam,TUMIA NAMBA HII (0654321098)KUNITUMIA IYO HELA JINA LITAONYESHA (OLIVA MATIAS)
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,hela tuma kwa namba hii 0696530433 jina MWANAIDI KHAMISI
scam,Utanitumia. kwemye namba 0788542784 ya HALOTEL jina NASHONI MBIRIBI.
scam,Naomba unitumie iyo ela kwenye namba hii ya Airtel 0657538690. jina (LINUSI MALALO)
scam,Habari za siku. Mimi  mwenye nyumba wako hii namba yangu ya TIGO. Mbona kimya na siku zinazidi kwenda...?
trust,Hii beef ya Diamond na Ali Kiba itaisha lini? Wote wana vipaji vya kipekee.
scam,MPIGIE MZEE JUMA SIKAREKO WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0689933027
scam,"Mpigie Mzee JENEROZA ROCK BENEDICTO kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0696530433"
scam,Utanitumia kwenye ii 0716484506 airtel jina JOACHIM KAPUFI namba yangu inadeni usiitumie
trust,"Habari dada, nilitaka kukwambia kuwa mkutano wa jana ulikuwa mzuri sana. Tumepanga kufanya kazi kwa pamoja ili kuhakikisha kila mmoja anapata nafasi ya kuchangia mawazo."
scam,Nitumie tu kwenye hii Tigo 0689592818 jina HOSEA MKUMBUKWA.
trust,Na mwanaume je?
scam,hela tuma kwa namba hii 0698945621 jina LINUSI MALALO
scam,Tumia namba hii ya AIRTEL 0657538690 kutuma hiyo pesa jina Ester kalobelo
scam,MPIGIE MZEE LUKA KIMBANGU WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0788542784
trust,Nitapenda kujifunza zaidi kuhusu kazi unayofanya.
scam,Tumia namba hii ya HALOTEL 0676584303 kutuma hiyo hela jina ALLY ISSA
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0654321098 AU 0654321098"
scam,"Mpigie Mzee NASHONI MBIRIBI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0787-406-889"
scam,"TUZO POINT hongera umepata zawadi Sh4,000,000 milioni kutoka (TUZO POINT) piga sim,.0788542784 kupata zawadi  asante"
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
scam,"Tuzo point hongera umepata zawadi Sh170,000 milioni kutoka (Tuzo point) piga sim,.0689933027 kupata zawadi  asante"
scam,Utanitumia kwa hîi Tigo 0675259049 j'ina ni PEREGIA FILIPO.
trust,"Dada, umesikia kuhusu skendo ya huyo influencer maarufu? Watu wanamuita 'mcheshi wa mtandao'."
trust,"Habari za kazi leo? Je, umefanikiwa kumaliza ripoti?"
scam,Iyo Hela itume humu kwenye halotel 0689592818 jina lije JOACHIM KAPUFI.
trust,Bado sijashangaa kuhusu ushindi wa City jana. Ni kawaida yao kucheza vizuri.
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By SAID MTAALAM ,ni grp member"
scam,Iyo ela tuma humu kwenye AIRTEL 0755896103 Jina lije NASHONI MBIRIBI.
scam,au iyo ela nitumie kwenye Tigopesa hii 0782734560 Jina litoke 0782734560.
scam,Au nitumie kwenye HaloPesa Namba.0698018072 jina litakuja ABDALLAH MWANAKU
trust,Nimefurahi sana kupata nafasi ya kuonana nawe leo.
trust,Naomba unijulishe kama utaweza kufika leo.
trust,Noma sana
scam,MPIGIE MZEE JOACHIM KAPUFI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0696530433
scam,MZEE SALOME KALUNGA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0657666983)(0657666983)
scam,"Congratulations! Your CV has passed. You can get 4,000,000TZS in a day. for details: wa.me/2550773409724"
scam,Tumia namba hii ya airtel 0783582817 kutuma hiyo ela jina JUMA SIKAREKO
trust,Nitakutumia ujumbe mara tu nitakapomaliza.
scam,Tumia namba hii ya airtel 0767274553 kutuma hiyo hela jina LINUSI MALALO
scam,Au nitumie kwenye M-Pesa Namba.0767274553 jina litakuja MWANAIDI KHAMISI
scam,"IYO PESA ITUME KWENYE NAMBA HII 0789723456 JINA ITALETA HADIJA LAI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Tumia namba hii ya halotel 0654321098 kutuma hiyo ela jina JENEROZA ROCK BENEDICTO
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550657666983"
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0755896103"
trust,"Usiku mwema, naomba uniamshie saa kumi alfajiri."
scam,"Congratulations! Your CV has passed. You can get 2,000,000TZS in a day. for details: wa.me/2550783582817"
scam,Tumia namba hii ya vodacom 0786543210 kutuma hiyo pesa jina PEREGIA FILIPO
trust,"Leo sina muda, lakini nitapanga kesho."
scam,Nitumie tu kwenye hii HALOTEL 0716484506 jina JENEROZA ROCK BENEDICTO.
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0716484506
scam,Basi iyo hela nitumie kwenye namba hii 0698018072 jina litakuja (HOSEA MKUMBUKWA) ile namba usitumie laini inamatatizo.
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0781476081 au 0781476081"
scam,"IYO PESA ITUME KWENYE NAMBA HII 0654321098 JINA ITALETA OLIVA MATIAS NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Utanitumia kwa hîi TIGO 0657666983 j'ina ni ALLY ISSA.
scam,au iyo ela nitumie kwenye m-pesa hii 0755896103 Jina litoke 0755896103.
scam,au iyo ela nitumie kwenye Tigopesa hii 0617488472 Jina litoke 0617488472.
scam,"Dear, No need to go out work, just at home to earn 1,500,000TZS a day, please contact us: https://wa.me/2550657666983"
scam,"voda 1XNJ Imethibitishwa namba yako ya 078 ... imeshinda Tsh170,000.00/=million kutoka TUZO  POINTI ilikupokea Pesa yako piga 0782734560 Asante"
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya voda. Mbona kimya na siku zinazidi kwenda...?
trust,Habari za mchana?
scam,Nitumie tu kwenye hii airtel 0750335946 jina Ester kalobelo.
scam,tuma kwenye namba hii ya M-Pesa 0698018072 jina litakuja RAMATUNGU Ukituma unijulishe
trust,Kumbuka kuleta ripoti ya mauzo ya wiki wakati wa kikao.
trust,"Kuna sherehe ya kuzaliwa kesho, tutaenda pamoja, hivyo tafadhali jivalie vizuri."
trust,"Mama, umerudi nyumbani salama? Nataka nikutume dukani kidogo."
scam,Tumia namba hii ya AIRTEL 0750335946 kutuma hiyo ela jina Magomba Maila
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550654321098"
scam,au iyo ela nitumie kwenye Tigopesa hii 0782734560 Jina litoke 0782734560.
trust,Nipigie nikimaliza kikao changu.
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya vodacom. Mbona kimya na siku zinazidi kwenda...?
trust,"Nimesikia habari njema kuhusu mtoto wako, hongera sana."
scam,Utanitumia kwa hîi voda 0698945621 j'ina ni JUMANNE YASINI MASAKA.
trust,Tafadhali nikumbushie tarehe ya harusi.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0696530433 AU 0696530433"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0716484506 UKIWA TAYARI KUJIUNGA
scam,Nitumie tu kwenye hii Vodacom 0789723456 jina HOSEA MKUMBUKWA.
scam,ela tuma kwa namba hii 0654321098 jina JUMA SIKAREKO
scam,Iyo Pesa itume humu kwenye Tigo 0676584303 jina lije OLIVA MATIAS.
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?
scam,Basi iyo hela nitumie kwenye namba hii 0716484506 jina litakuja (Magomba Maila) ile namba usitumie laini inamatatizo.
scam,"IYO PESA ITUME KWENYE NAMBA HII 0698018072 JINA ITALETA PETER NYANGE NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Iyo ela tuma humu kwenye VODACOM 0716484506 Jina lije LINUSI MALALO.
trust,Uliona post ya TID? Jamaa anasema yuko tayari kurudi kwenye game kwa nguvu.
trust,"Nimefurahia chakula ulichopika leo, asante sana."
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA HALOTEL NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,Naomba unitumie iyo ela kwenye namba hii ya Halotel 0787-406-889. jina (MWANAIDI KHAMISI)
scam,Basi iyo hela nitumie kwenye namba hii 0767274553 jina litakuja (SALOME KALUNGA) ile namba usitumie laini inamatatizo.
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
trust,Tumetoka mbali sana kwa kweli. Mungu aendelee kutusimamia.
scam,Pesa tuma kwa namba hii 0695567435 jina KHADIJA SUMBAI
scam,"Mpigie Mzee RAMATUNGU kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0657666983"
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550676584303."
scam,"IYO PESA ITUME KWENYE NAMBA HII 0784862618 JINA ITALETA JOACHIM KAPUFI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
trust,Uko sawa mzee
scam,Utanitumia. kwemye namba 0755896103 ya Halotel jina Magomba Maila.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0789723456 AU 0789723456"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0733822240 UKIWA TAYARI KUJIUNGA
trust,Yule msanii wa zamani wa Taarab amerudi kwenye game. Lazima tusikie nyimbo zake mpya.
scam,Utanitumia kwenye ii 0787-406-889 HALOTEL jina JENEROZA ROCK BENEDICTO namba yangu inadeni usiitumie
trust,"Mama, kuna mkutano wa wazazi shule leo jioni. Tafadhali njoo ili tuzungumze kuhusu maendeleo ya mtoto.Nashukuru kwa kunitumia hiyo fedha, nitaitumia kwa ajili ya gharama za matibabu."
trust,Nitakutembelea ofisini kwako kwa mazungumzo rasmi.
trust,"Ninakupenda sana, kila siku nakuwaza."
scam,"Habari za mda huu,mimi JUMA SIKAREKO,hii namba yangu ya HALOTEL.Vp mbona shem JUMA SIKAREKO, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550676584303"
trust,Mambo vipi bro? Hivi majuzi umefanya nini kipya? Tukutane hivi karibuni!
trust,"Jana usiku tulifurahia sana, asante kwa mwaliko."
trust,"Habari za asubuhi, umeamkaje leo?"
trust,Asante kwa kunifanya nitabasamu kila siku. Wewe ni zawadi ya thamani kwangu.
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,Tumia namba hii ya VODACOM 0784862618 kutuma hiyo ela jina Magomba Maila
scam,Utanitumia kwenye ii 0786543210 Vodacom jina SALOME KALUNGA namba yangu inadeni usiitumie
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657666983"
scam,Iyo ela tuma humu kwenye Tigo 0747878264 Jina lije ALLY ISSA
scam,Iyo Hela itume humu kwenye HALOTEL 0733822240 jina lije ABDALLAH MWANAKU.
scam,MPIGIE MZEE JOACHIM KAPUFI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0699137921
trust,Tafadhali andika ratiba ya kesho.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0786543210 AU 0786543210"
scam,"Mpigie Mzee NASHONI MBIRIBI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0698018072"
scam,Au nitumie kwenye M-Pesa Namba.0617488472 jina litakuja PEREGIA FILIPO
scam,Tumia namba hii ya Tigo 0699137921 kutuma hiyo hela jina SAID MTAALAM 
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya tigo. Mbona kimya na siku zinazidi kwenda...?
scam,Utanitumia kwa hîi halotel 0654321098 j'ina ni JOACHIM KAPUFI.
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
scam,au iyo ela nitumie kwenye m-pesa hii 0689933027 Jina litoke 0689933027.
trust,Heshima na discipline ni muhimu sana
trust,"Leo niko busy kidogo, lakini nitakupigia simu baadae."
scam,Utanitumia kwenye ii 0615810764 tigo jina PEREGIA FILIPO namba yangu inadeni usiitumie
scam,Basi iyo hela nitumie kwenye namba hii 0617488472 jina litakuja (JUMA SIKAREKO) ile namba usitumie laini inamatatizo.
scam,"voda OZX7 Imethibitishwa namba yako ya 068 ... imeshinda Tsh10,000,000.00/=million kutoka Tuzo point ilikupokea Hela yako piga 0696530433 Asante"
trust,Hata wewe umesikia kuhusu skendo ya Harmonize na ule mchumba wake wa zamani?
trust,"Je, unafikiri Man United wana nafasi ya kushinda ligi msimu huu?"
trust,Tunakukubil sn kk
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA ALLY ISSA NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0698945621 UKIWA TAYARI KUJIUNGA
trust,Mtu hafi kwa sababu anaumwa mtu anakufa muda wake ukifika Allah ajaalie shifaa wagonjwa wote na atujaalie mwisho mwema amiin
trust,"Asante kwa kunikumbusha kuhusu chakula cha mchana, nimejua wakati wa kuandaa."
scam,"Habari za mchana,mimi OLIVA MATIAS,hii namba yangu ya Airtel.Vp mbona shem OLIVA MATIAS, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,Hakuna timu inayocheza kama Barcelona wanapokuwa katika peak yao.
trust,Watoto wako wanahitaji msaada wa ziada kwa masomo yao.
scam,"AIRTEL ZS2Q Imethibitishwa namba yako ya 069 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo point ilikupokea Hela yako piga 0733822240 Asante"
scam,"IYO PESA ITUME KWENYE NAMBA HII 0689933027 JINA ITALETA KHADIJA SUMBAI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,"We need urgently Need Staff salary 5,000,000TZS. Reach HR team at: wa.me/2550789723456."
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621"
trust,"Ninataka kujifunza zaidi kutoka kwako, asante kwa msaada wako."
scam,Iyo ela tuma humu kwenye Vodacom 0789723456 Jina lije MWANAIDI KHAMISI.
trust,Nakuelewa kaka mwaka juzi nilipata vimawe kwenye urethra but God is awesome nilirecover tuwe tunakunywa sana maji wapendwa na tusibanie mkojo
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0675259049"
scam,"TIGO RWR1 Imethibitishwa namba yako ya 061 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo Point ilikupokea hela yako piga 0716484506 Asante"
scam,MZEE KHADIJA SUMBAI tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0767274553)(0767274553)
trust,"Mteja wetu ana swali kuhusu gharama za huduma, nitakutumia details."
trust,Huwezi amini! Messi aliokoa timu yake dakika za mwisho.
scam,ela tuma kwa namba hii 0698945621 jina OLIVA MATIAS
scam,"Airtel 8JLS Imethibitishwa namba yako ya 078 ... imeshinda Tsh1,500,000.00/=million kutoka TUZO POINT ilikupokea Pesa yako piga 0655251448 Asante"
scam,Hela tuma kwa namba hii 0689592818 jina MARIAM NDUGAI
scam,Au nitumie kwenye m-pesa Namba.0782734560 jina litakuja MWANAIDI KHAMISI
scam,Nitumie tu kwenye hii vodacom 0654321098 jina HADIJA LAI.
trust,Nina furaha kuona jinsi unavyofanikiwa.
trust,"Nimechelewa kidogo, lakini nakukaribia."
trust,Nitapanga muda mzuri wa kuja kwako.
trust,Leo tutakuwa na kipindi cha ziada saa mbili jioni. Tafadhali mjitokeze.Assignment ya wiki hii inapaswa kuwasilishwa kabla ya Ijumaa.
scam,Naomba unitumie iyo hela kwenye namba hii ya vodacom 0617488472. jina (LINUSI MALALO)
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0655251448"
scam,Habari za muda. Mimi  mwenye nyumba wako hii namba yangu ya tigo. Mbona kimya na siku zinazidi kwenda...?
trust,Nasikia Ray C ametoa single mpya baada ya muda mrefu. Watu wanasema ameimudu sana.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0657538690 AU 0657538690"
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550676584303"
trust,"Ushabiki wa Liverpool ni tofauti kabisa, mashabiki wao hawakati tamaa."
scam,"TUZO  POINTI hongera umepata zawadi Sh6,000,000 milioni kutoka (TUZO  POINTI) piga sim,.0755667788 kupata zawadi  asante"
scam,Nitumie tu kwenye hii Tigo 0696530433 jina ABDALLAH MWANAKU.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782734560 AU 0782734560"
trust,"Kuna msanii mpya anatrend, lakini watu wanasema style yake ni copy ya wengine."
trust,Tafadhali uniombee kwa ajili ya mtihani wangu wa kesho.
trust,"Kuna sherehe ya kuzaliwa kesho, tutaenda pamoja, hivyo tafadhali jivalie vizuri."
scam,Utanitumia. kwemye namba 0767274553 ya VODACOM jina HOSEA MKUMBUKWA.
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0615810764 UKIWA TAYARI KUJIUNGA
scam,Utanitumia kwenye ii 0782734560 vodacom jina FEBU SHADI WILISON namba yangu inadeni usiitumie
scam,"Mpigie Mzee JUMANNE YASINI MASAKA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755896103"
scam,TUMIA NAMBA HII (0788542784)KUNITUMIA IYO HELA JINA LITAONYESHA (PEREGIA FILIPO)
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JUMA SIKAREKO,ni grp member"
scam,"We need urgently Need Staff salary 5,000,000TZS. Reach HR team at: wa.me/2550696530433."
scam,"Congratulations! Your CV has passed. You can get 1,500,000TZS in a day. for details: wa.me/2550698018072"
scam,Iyo pesa itume humu kwenye halotel 0695567435 jina lije FEBU SHADI WILISON.
trust,Nitahitaji msaada wako mwishoni mwa wiki.
trust,"Dah, nyimbo mpya ya Lava Lava ni kali sana. Watu wanasema inaweza kuwa hit kubwa."
trust,Tutakutana saa ngapi kesho?
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550786543210."
trust,"Nimeona nafasi ya kazi inayokufaa, nitakutumia maelezo baadae."
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550657538690."
scam,Utanitumia. kwemye namba 0675259049 ya halotel jina NASHONI MBIRIBI.
scam,mjukuu wangu utafuta ji wako mgumu pesa hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0773409724
scam,TUMIA NAMBA HII (0689933027)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMA SIKAREKO)
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0617488472 au 0617488472"
scam,tuma kwenye namba hii ya M-Pesa 0699137921 jina litakuja JENEROZA ROCK BENEDICTO Ukituma unijulishe
trust,Hakikisha umeleta hati zote muhimu kabla ya saa nne asubuhi.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0783582817 AU 0783582817"
scam,hela tuma kwa namba hii 0676584303 jina ALLY ISSA
scam,Au nitumie kwenye AirtelMoney Namba.0716484506 jina litakuja FEBU SHADI WILISON
scam,Naomba unitumie iyo Hela kwenye namba hii ya halotel 0615810764. jina (JUMA SIKAREKO)
scam,tuma kwenye namba hii ya m-pesa 0786543210 jina litakuja MARIAM NDUGAI Ukituma unijulishe
scam,Au nitumie kwenye HaloPesa Namba.0689592818 jina litakuja KHADIJA SUMBAI
scam,"Imethibitishwa, namba yako ya 0655251448 imejishindia TSH 5,000,000 kutoka VODA OFA. Piga 0655251448 ili kupokea hela yako."
